RIL.SET,Plate.ID,Genotype,GermTrt,Rep,Dormancy,Total.Seeds,Germs.4wks
Bay x Sha,BSL105_O3,BSL_105,Optimal,3,ND,20,17
Bay x Sha,BSL105_A1,BSL_105,Above,1,ND,20,19
Bay x Sha,BSL105_C1,BSL_105,Cold,1,ND,20,20
Bay x Sha,BSL105_A2,BSL_105,Above,2,ND,20,1
Bay x Sha,BSL105_C2,BSL_105,Cold,2,ND,20,20
Bay x Sha,BSL105_O2,BSL_105,Optimal,2,ND,20,8
Bay x Sha,BSL105_A3,BSL_105,Above,3,ND,20,7
Bay x Sha,BSL105_C3,BSL_105,Cold,3,ND,20,20
Bay x Sha,BSL107_C3,BSL_107,Cold,3,D,20,10
Bay x Sha,BSL107_A3,BSL_107,Above,3,D,20,18
Bay x Sha,BSL107_C1,BSL_107,Cold,1,D,20,5
Bay x Sha,BSL107_O1,BSL_107,Optimal,1,D,20,20
Bay x Sha,BSL107_A2,BSL_107,Above,2,D,20,5
Bay x Sha,BSL107_O3,BSL_107,Optimal,3,D,20,1
Bay x Sha,BSL107_A1,BSL_107,Above,1,D,20,0
Bay x Sha,BSL107_C2,BSL_107,Cold,2,D,20,0
Bay x Sha,BSL107_O2,BSL_107,Optimal,2,D,21,0
Bay x Sha,BSL125_A3,BSL_125,Above,3,D,20,1
Bay x Sha,BSL125_A2,BSL_125,Above,2,D,20,10
Bay x Sha,BSL125_O3,BSL_125,Optimal,3,D,20,18
Bay x Sha,BSL125_O1,BSL_125,Optimal,1,D,20,16
Bay x Sha,BSL125_A1,BSL_125,Above,1,D,20,1
Bay x Sha,BSL125_C1,BSL_125,Cold,1,D,20,13
Bay x Sha,BSL125_C2,BSL_125,Cold,2,D,20,15
Bay x Sha,BSL125_O2,BSL_125,Optimal,2,D,20,3
Bay x Sha,BSL125_C3,BSL_125,Cold,3,D,21,15
Bay x Sha,BSL126_O2,BSL_126,Optimal,2,ND,20,7
Bay x Sha,BSL126_O3,BSL_126,Optimal,3,ND,20,9
Bay x Sha,BSL126_C2,BSL_126,Cold,2,ND,20,9
Bay x Sha,BSL126_A3,BSL_126,Above,3,ND,20,19
Bay x Sha,BSL126_A1,BSL_126,Above,1,ND,20,2
Bay x Sha,BSL126_C1,BSL_126,Cold,1,ND,20,10
Bay x Sha,BSL126_O1,BSL_126,Optimal,1,ND,20,10
Bay x Sha,BSL126_A2,BSL_126,Above,2,ND,20,3
Bay x Sha,BSL126_C3,BSL_126,Cold,3,ND,20,5
Bay x Sha,BSL128_A3,BSL_128,Above,3,D,20,5
Bay x Sha,BSL128_O3,BSL_128,Optimal,3,D,21,18
Bay x Sha,BSL128_C1,BSL_128,Cold,1,D,20,19
Bay x Sha,BSL128_O1,BSL_128,Optimal,1,D,20,13
Bay x Sha,BSL128_C2,BSL_128,Cold,2,D,20,19
Bay x Sha,BSL128_O2,BSL_128,Optimal,2,D,20,13
Bay x Sha,BSL128_C3,BSL_128,Cold,3,D,20,19
Bay x Sha,BSL128_A1,BSL_128,Above,1,D,20,0
Bay x Sha,BSL128_A2,BSL_128,Above,2,D,19,0
Bay x Sha,BSL135_A2,BSL_135,Above,2,ND,20,4
Bay x Sha,BSL135_O1,BSL_135,Optimal,1,ND,20,19
Bay x Sha,BSL135_O3,BSL_135,Optimal,3,ND,21,20
Bay x Sha,BSL135_A1,BSL_135,Above,1,ND,20,4
Bay x Sha,BSL135_C1,BSL_135,Cold,1,ND,20,20
Bay x Sha,BSL135_C2,BSL_135,Cold,2,ND,20,16
Bay x Sha,BSL135_O2,BSL_135,Optimal,2,ND,20,12
Bay x Sha,BSL135_A3,BSL_135,Above,3,ND,20,20
Bay x Sha,BSL135_C3,BSL_135,Cold,3,ND,20,18
Bay x Sha,BSL138_O3,BSL_138,Optimal,3,D,20,5
Bay x Sha,BSL138_A1,BSL_138,Above,1,D,20,1
Bay x Sha,BSL138_C1,BSL_138,Cold,1,D,20,8
Bay x Sha,BSL138_O1,BSL_138,Optimal,1,D,20,7
Bay x Sha,BSL138_A2,BSL_138,Above,2,D,19,1
Bay x Sha,BSL138_C2,BSL_138,Cold,2,D,20,6
Bay x Sha,BSL138_O2,BSL_138,Optimal,2,D,20,2
Bay x Sha,BSL138_C3,BSL_138,Cold,3,D,20,16
Bay x Sha,BSL138_A3,BSL_138,Above,3,D,20,0
Bay x Sha,BSL145_O3,BSL_145,Optimal,3,D,19,13
Bay x Sha,BSL145_A1,BSL_145,Above,1,D,20,1
Bay x Sha,BSL145_C1,BSL_145,Cold,1,D,20,1
Bay x Sha,BSL145_C2,BSL_145,Cold,2,D,20,3
Bay x Sha,BSL145_A3,BSL_145,Above,3,D,20,9
Bay x Sha,BSL145_C3,BSL_145,Cold,3,D,20,10
Bay x Sha,BSL145_O1,BSL_145,Optimal,1,D,20,0
Bay x Sha,BSL145_A2,BSL_145,Above,2,D,20,0
Bay x Sha,BSL145_O2,BSL_145,Optimal,2,D,20,0
Bay x Sha,BSL236_A2,BSL_236,Above,2,D,20,1
Bay x Sha,BSL236_C1,BSL_236,Cold,1,D,20,3
Bay x Sha,BSL236_O1,BSL_236,Optimal,1,D,20,4
Bay x Sha,BSL236_C2,BSL_236,Cold,2,D,20,4
Bay x Sha,BSL236_O2,BSL_236,Optimal,2,D,20,3
Bay x Sha,BSL236_A3,BSL_236,Above,3,D,20,1
Bay x Sha,BSL236_C3,BSL_236,Cold,3,D,20,3
Bay x Sha,BSL236_O3,BSL_236,Optimal,3,D,20,9
Bay x Sha,BSL236_A1,BSL_236,Above,1,D,20,0
Bay x Sha,BSL265_A1,BSL_265,Above,1,ND,20,10
Bay x Sha,BSL265_A3,BSL_265,Above,3,ND,20,10
Bay x Sha,BSL265_C2,BSL_265,Cold,2,ND,20,18
Bay x Sha,BSL265_C1,BSL_265,Cold,1,ND,20,18
Bay x Sha,BSL265_O1,BSL_265,Optimal,1,ND,20,20
Bay x Sha,BSL265_A2,BSL_265,Above,2,ND,20,7
Bay x Sha,BSL265_O2,BSL_265,Optimal,2,ND,20,12
Bay x Sha,BSL265_C3,BSL_265,Cold,3,ND,20,18
Bay x Sha,BSL265_O3,BSL_265,Optimal,3,ND,20,18
Bay x Sha,BSL270_A1,BSL_270,Above,1,D,20,3
Bay x Sha,BSL270_C1,BSL_270,Cold,1,D,20,7
Bay x Sha,BSL270_O1,BSL_270,Optimal,1,D,20,1
Bay x Sha,BSL270_A2,BSL_270,Above,2,D,20,1
Bay x Sha,BSL270_C2,BSL_270,Cold,2,D,20,4
Bay x Sha,BSL270_O2,BSL_270,Optimal,2,D,20,2
Bay x Sha,BSL270_A3,BSL_270,Above,3,D,20,10
Bay x Sha,BSL270_C3,BSL_270,Cold,3,D,20,10
Bay x Sha,BSL270_O3,BSL_270,Optimal,3,D,20,17
Bay x Sha,BSL273_A3,BSL_273,Above,3,ND,20,16
Bay x Sha,BSL273_A1,BSL_273,Above,1,ND,20,5
Bay x Sha,BSL273_C1,BSL_273,Cold,1,ND,20,20
Bay x Sha,BSL273_O1,BSL_273,Optimal,1,ND,20,20
Bay x Sha,BSL273_A2,BSL_273,Above,2,ND,20,1
Bay x Sha,BSL273_C2,BSL_273,Cold,2,ND,20,20
Bay x Sha,BSL273_O2,BSL_273,Optimal,2,ND,20,16
Bay x Sha,BSL273_C3,BSL_273,Cold,3,ND,20,20
Bay x Sha,BSL273_O3,BSL_273,Optimal,3,ND,20,20
Bay x Sha,BSL275_C1,BSL_275,Cold,1,ND,20,11
Bay x Sha,BSL275_A1,BSL_275,Above,1,ND,20,6
Bay x Sha,BSL275_O1,BSL_275,Optimal,1,ND,20,17
Bay x Sha,BSL275_C2,BSL_275,Cold,2,ND,20,5
Bay x Sha,BSL275_O2,BSL_275,Optimal,2,ND,20,5
Bay x Sha,BSL275_A3,BSL_275,Above,3,ND,20,7
Bay x Sha,BSL275_C3,BSL_275,Cold,3,ND,21,8
Bay x Sha,BSL275_O3,BSL_275,Optimal,3,ND,20,10
Bay x Sha,BSL275_A2,BSL_275,Above,2,ND,20,0
Bay x Sha,BSL279_A1,BSL_279,Above,1,D,20,19
Bay x Sha,BSL279_C1,BSL_279,Cold,1,D,20,18
Bay x Sha,BSL279_O1,BSL_279,Optimal,1,D,20,19
Bay x Sha,BSL279_A2,BSL_279,Above,2,D,20,18
Bay x Sha,BSL279_C2,BSL_279,Cold,2,D,20,15
Bay x Sha,BSL279_O2,BSL_279,Optimal,2,D,20,15
Bay x Sha,BSL279_A3,BSL_279,Above,3,D,20,10
Bay x Sha,BSL279_C3,BSL_279,Cold,3,D,20,20
Bay x Sha,BSL279_O3,BSL_279,Optimal,3,D,21,20
Bay x Sha,BSL291_A1,BSL_291,Above,1,D,20,13
Bay x Sha,BSL291_A3,BSL_291,Above,3,D,20,14
Bay x Sha,BSL291_C3,BSL_291,Cold,3,D,20,11
Bay x Sha,BSL291_C1,BSL_291,Cold,1,D,20,10
Bay x Sha,BSL291_O1,BSL_291,Optimal,1,D,20,8
Bay x Sha,BSL291_A2,BSL_291,Above,2,D,19,2
Bay x Sha,BSL291_O3,BSL_291,Optimal,3,D,20,1
Bay x Sha,BSL291_C2,BSL_291,Cold,2,D,20,0
Bay x Sha,BSL291_O2,BSL_291,Optimal,2,D,20,0
Bay x Sha,BSL302_A1,BSL_302,Above,1,D,20,17
Bay x Sha,BSL302_C1,BSL_302,Cold,1,D,20,8
Bay x Sha,BSL302_O1,BSL_302,Optimal,1,D,20,20
Bay x Sha,BSL302_A2,BSL_302,Above,2,D,20,2
Bay x Sha,BSL302_O2,BSL_302,Optimal,2,D,20,5
Bay x Sha,BSL302_A3,BSL_302,Above,3,D,22,5
Bay x Sha,BSL302_C3,BSL_302,Cold,3,D,20,6
Bay x Sha,BSL302_O3,BSL_302,Optimal,3,D,21,3
Bay x Sha,BSL302_C2,BSL_302,Cold,2,D,20,0
Bay x Sha,BSL304_A1,BSL_304,Above,1,D,20,17
Bay x Sha,BSL304_O1,BSL_304,Optimal,1,D,20,4
Bay x Sha,BSL304_O2,BSL_304,Optimal,2,D,20,1
Bay x Sha,BSL304_A3,BSL_304,Above,3,D,20,15
Bay x Sha,BSL304_C3,BSL_304,Cold,3,D,22,1
Bay x Sha,BSL304_C1,BSL_304,Cold,1,D,20,0
Bay x Sha,BSL304_A2,BSL_304,Above,2,D,19,0
Bay x Sha,BSL304_C2,BSL_304,Cold,2,D,20,0
Bay x Sha,BSL304_O3,BSL_304,Optimal,3,D,20,0
Bay x Sha,BSL316_C3,BSL_316,Cold,3,ND,20,13
Bay x Sha,BSL316_A1,BSL_316,Above,1,ND,20,20
Bay x Sha,BSL316_C1,BSL_316,Cold,1,ND,20,15
Bay x Sha,BSL316_O1,BSL_316,Optimal,1,ND,20,20
Bay x Sha,BSL316_A2,BSL_316,Above,2,ND,20,20
Bay x Sha,BSL316_C2,BSL_316,Cold,2,ND,20,16
Bay x Sha,BSL316_O2,BSL_316,Optimal,2,ND,20,11
Bay x Sha,BSL316_A3,BSL_316,Above,3,ND,20,20
Bay x Sha,BSL316_O3,BSL_316,Optimal,3,ND,20,20
Bay x Sha,BSL340_C3,BSL_340,Cold,3,ND,20,10
Bay x Sha,BSL340_C2,BSL_340,Cold,2,ND,20,9
Bay x Sha,BSL340_C1,BSL_340,Cold,1,ND,20,19
Bay x Sha,BSL340_A1,BSL_340,Above,1,ND,20,20
Bay x Sha,BSL340_O1,BSL_340,Optimal,1,ND,20,20
Bay x Sha,BSL340_A2,BSL_340,Above,2,ND,20,6
Bay x Sha,BSL340_O2,BSL_340,Optimal,2,ND,20,8
Bay x Sha,BSL340_A3,BSL_340,Above,3,ND,20,20
Bay x Sha,BSL340_O3,BSL_340,Optimal,3,ND,20,20
Bay x Sha,BSL343_A1,BSL_343,Above,1,ND,20,9
Bay x Sha,BSL343_O1,BSL_343,Optimal,1,ND,20,15
Bay x Sha,BSL343_O2,BSL_343,Optimal,2,ND,20,18
Bay x Sha,BSL343_C1,BSL_343,Cold,1,ND,20,20
Bay x Sha,BSL343_A2,BSL_343,Above,2,ND,20,3
Bay x Sha,BSL343_C2,BSL_343,Cold,2,ND,19,19
Bay x Sha,BSL343_A3,BSL_343,Above,3,ND,20,4
Bay x Sha,BSL343_C3,BSL_343,Cold,3,ND,20,20
Bay x Sha,BSL343_O3,BSL_343,Optimal,3,ND,20,20
Bay x Sha,BSL344_O2,BSL_344,Optimal,2,D,20,5
Bay x Sha,BSL344_A3,BSL_344,Above,3,D,20,9
Bay x Sha,BSL344_A1,BSL_344,Above,1,D,20,2
Bay x Sha,BSL344_C1,BSL_344,Cold,1,D,20,6
Bay x Sha,BSL344_O1,BSL_344,Optimal,1,D,20,2
Bay x Sha,BSL344_C2,BSL_344,Cold,2,D,20,6
Bay x Sha,BSL344_C3,BSL_344,Cold,3,D,21,13
Bay x Sha,BSL344_O3,BSL_344,Optimal,3,D,21,6
Bay x Sha,BSL344_A2,BSL_344,Above,2,D,20,0
Bay x Sha,BSL357_A2,BSL_357,Above,2,ND,20,1
Bay x Sha,BSL357_A1,BSL_357,Above,1,ND,20,2
Bay x Sha,BSL357_C1,BSL_357,Cold,1,ND,20,20
Bay x Sha,BSL357_O1,BSL_357,Optimal,1,ND,20,19
Bay x Sha,BSL357_C2,BSL_357,Cold,2,ND,20,15
Bay x Sha,BSL357_O2,BSL_357,Optimal,2,ND,20,7
Bay x Sha,BSL357_A3,BSL_357,Above,3,ND,20,19
Bay x Sha,BSL357_C3,BSL_357,Cold,3,ND,21,21
Bay x Sha,BSL357_O3,BSL_357,Optimal,3,ND,20,20
Bay x Sha,BSL368_C1,BSL_368,Cold,1,D,20,3
Bay x Sha,BSL368_O1,BSL_368,Optimal,1,D,20,8
Bay x Sha,BSL368_C2,BSL_368,Cold,2,D,20,6
Bay x Sha,BSL368_A3,BSL_368,Above,3,D,20,4
Bay x Sha,BSL368_C3,BSL_368,Cold,3,D,21,5
Bay x Sha,BSL368_O3,BSL_368,Optimal,3,D,21,10
Bay x Sha,BSL368_A1,BSL_368,Above,1,D,20,0
Bay x Sha,BSL368_A2,BSL_368,Above,2,D,19,0
Bay x Sha,BSL368_O2,BSL_368,Optimal,2,D,20,0
Bay x Sha,BSL379_A3,BSL_379,Above,3,ND,20,11
Bay x Sha,BSL379_A1,BSL_379,Above,1,ND,20,16
Bay x Sha,BSL379_C1,BSL_379,Cold,1,ND,20,19
Bay x Sha,BSL379_O1,BSL_379,Optimal,1,ND,20,20
Bay x Sha,BSL379_A2,BSL_379,Above,2,ND,19,6
Bay x Sha,BSL379_C2,BSL_379,Cold,2,ND,20,20
Bay x Sha,BSL379_O2,BSL_379,Optimal,2,ND,20,20
Bay x Sha,BSL379_C3,BSL_379,Cold,3,ND,20,20
Bay x Sha,BSL379_O3,BSL_379,Optimal,3,ND,21,21
Bay x Sha,BSL383_A3,BSL_383,Above,3,ND,20,14
Bay x Sha,BSL383_A1,BSL_383,Above,1,ND,20,7
Bay x Sha,BSL383_C1,BSL_383,Cold,1,ND,20,20
Bay x Sha,BSL383_O1,BSL_383,Optimal,1,ND,20,19
Bay x Sha,BSL383_A2,BSL_383,Above,2,ND,20,4
Bay x Sha,BSL383_C2,BSL_383,Cold,2,ND,20,20
Bay x Sha,BSL383_O2,BSL_383,Optimal,2,ND,20,18
Bay x Sha,BSL383_C3,BSL_383,Cold,3,ND,20,20
Bay x Sha,BSL383_O3,BSL_383,Optimal,3,ND,20,20
Bay x Sha,BSL396_A2,BSL_396,Above,2,ND,20,11
Bay x Sha,BSL396_O2,BSL_396,Optimal,2,ND,20,15
Bay x Sha,BSL396_A3,BSL_396,Above,3,ND,21,18
Bay x Sha,BSL396_O3,BSL_396,Optimal,3,ND,21,12
Bay x Sha,BSL396_A1,BSL_396,Above,1,ND,20,1
Bay x Sha,BSL396_C1,BSL_396,Cold,1,ND,20,20
Bay x Sha,BSL396_O1,BSL_396,Optimal,1,ND,20,20
Bay x Sha,BSL396_C2,BSL_396,Cold,2,ND,20,20
Bay x Sha,BSL396_C3,BSL_396,Cold,3,ND,21,21
Bay x Sha,BSL407_A2,BSL_407,Above,2,ND,20,17
Bay x Sha,BSL407_O1,BSL_407,Optimal,1,ND,20,19
Bay x Sha,BSL407_O3,BSL_407,Optimal,3,ND,20,20
Bay x Sha,BSL407_A1,BSL_407,Above,1,ND,20,20
Bay x Sha,BSL407_C1,BSL_407,Cold,1,ND,20,20
Bay x Sha,BSL407_C2,BSL_407,Cold,2,ND,20,20
Bay x Sha,BSL407_O2,BSL_407,Optimal,2,ND,20,19
Bay x Sha,BSL407_A3,BSL_407,Above,3,ND,20,20
Bay x Sha,BSL407_C3,BSL_407,Cold,3,ND,20,20
Bay x Sha,BSL415_A3,BSL_415,Above,3,D,20,2
Bay x Sha,BSL415_A1,BSL_415,Above,1,D,20,1
Bay x Sha,BSL415_C1,BSL_415,Cold,1,D,20,6
Bay x Sha,BSL415_O1,BSL_415,Optimal,1,D,20,5
Bay x Sha,BSL415_A2,BSL_415,Above,2,D,20,1
Bay x Sha,BSL415_O2,BSL_415,Optimal,2,D,20,5
Bay x Sha,BSL415_C3,BSL_415,Cold,3,D,20,1
Bay x Sha,BSL415_O3,BSL_415,Optimal,3,D,20,15
Bay x Sha,BSL415_C2,BSL_415,Cold,2,D,21,0
Bay x Sha,BSL427_O1,BSL_427,Optimal,1,ND,20,11
Bay x Sha,BSL427_A3,BSL_427,Above,3,ND,20,19
Bay x Sha,BSL427_A1,BSL_427,Above,1,ND,20,20
Bay x Sha,BSL427_C1,BSL_427,Cold,1,ND,20,19
Bay x Sha,BSL427_A2,BSL_427,Above,2,ND,20,4
Bay x Sha,BSL427_C2,BSL_427,Cold,2,ND,20,20
Bay x Sha,BSL427_O2,BSL_427,Optimal,2,ND,20,20
Bay x Sha,BSL427_C3,BSL_427,Cold,3,ND,20,20
Bay x Sha,BSL427_O3,BSL_427,Optimal,3,ND,20,14
Bay x Sha,BSL430_C3,BSL_430,Cold,3,D,20,3
Bay x Sha,BSL430_A1,BSL_430,Above,1,D,20,7
Bay x Sha,BSL430_O3,BSL_430,Optimal,3,D,20,7
Bay x Sha,BSL430_O1,BSL_430,Optimal,1,D,20,1
Bay x Sha,BSL430_A2,BSL_430,Above,2,D,20,2
Bay x Sha,BSL430_O2,BSL_430,Optimal,2,D,20,1
Bay x Sha,BSL430_A3,BSL_430,Above,3,D,20,1
Bay x Sha,BSL430_C1,BSL_430,Cold,1,D,20,0
Bay x Sha,BSL430_C2,BSL_430,Cold,2,D,20,0
Cal x Tac,TCL6_A1,TCL_006,Above,1,ND,20,17
Cal x Tac,TCL6_A3,TCL_006,Above,3,ND,20,10
Cal x Tac,TCL6_O1,TCL_006,Optimal,1,ND,20,1
Cal x Tac,TCL6_C2,TCL_006,Cold,2,ND,20,1
Cal x Tac,TCL6_O3,TCL_006,Optimal,3,ND,20,1
Cal x Tac,TCL6_C1,TCL_006,Cold,1,ND,20,0
Cal x Tac,TCL6_A2,TCL_006,Above,2,ND,21,0
Cal x Tac,TCL6_O2,TCL_006,Optimal,2,ND,20,0
Cal x Tac,TCL6_C3,TCL_006,Cold,3,ND,20,0
Cal x Tac,TCL9_A3,TCL_009,Above,3,D,20,17
Cal x Tac,TCL9_C2,TCL_009,Cold,2,D,20,1
Cal x Tac,TCL9_O3,TCL_009,Optimal,3,D,20,1
Cal x Tac,TCL9_A1,TCL_009,Above,1,D,21,0
Cal x Tac,TCL9_C1,TCL_009,Cold,1,D,19,0
Cal x Tac,TCL9_O1,TCL_009,Optimal,1,D,21,0
Cal x Tac,TCL9_A2,TCL_009,Above,2,D,20,0
Cal x Tac,TCL9_O2,TCL_009,Optimal,2,D,20,0
Cal x Tac,TCL9_C3,TCL_009,Cold,3,D,20,0
Cal x Tac,TCL14_A2,TCL_014,Above,2,ND,20,1
Cal x Tac,TCL14_A3,TCL_014,Above,3,ND,20,1
Cal x Tac,TCL14_A1,TCL_014,Above,1,ND,20,3
Cal x Tac,TCL14_C1,TCL_014,Cold,1,ND,20,3
Cal x Tac,TCL14_C2,TCL_014,Cold,2,ND,20,1
Cal x Tac,TCL14_C3,TCL_014,Cold,3,ND,20,2
Cal x Tac,TCL14_O1,TCL_014,Optimal,1,ND,20,0
Cal x Tac,TCL14_O2,TCL_014,Optimal,2,ND,20,0
Cal x Tac,TCL14_O3,TCL_014,Optimal,3,ND,20,0
Cal x Tac,TCL15_C3,TCL_015,Cold,3,D,20,6
Cal x Tac,TCL15_C1,TCL_015,Cold,1,D,20,4
Cal x Tac,TCL15_O2,TCL_015,Optimal,2,D,20,6
Cal x Tac,TCL15_C2,TCL_015,Cold,2,D,20,10
Cal x Tac,TCL15_A1,TCL_015,Above,1,D,20,1
Cal x Tac,TCL15_O3,TCL_015,Optimal,3,D,20,2
Cal x Tac,TCL15_O1,TCL_015,Optimal,1,D,20,0
Cal x Tac,TCL15_A2,TCL_015,Above,2,D,20,0
Cal x Tac,TCL15_A3,TCL_015,Above,3,D,20,0
Cal x Tac,TCL16_A1,TCL_016,Above,1,ND,19,3
Cal x Tac,TCL16_A2,TCL_016,Above,2,ND,20,5
Cal x Tac,TCL16_A3,TCL_016,Above,3,ND,20,1
Cal x Tac,TCL16_C1,TCL_016,Cold,1,ND,20,0
Cal x Tac,TCL16_O1,TCL_016,Optimal,1,ND,20,0
Cal x Tac,TCL16_C2,TCL_016,Cold,2,ND,20,0
Cal x Tac,TCL16_O2,TCL_016,Optimal,2,ND,20,0
Cal x Tac,TCL16_C3,TCL_016,Cold,3,ND,20,0
Cal x Tac,TCL16_O3,TCL_016,Optimal,3,ND,19,0
Cal x Tac,TCL18_A3,TCL_018,Above,3,ND,20,19
Cal x Tac,TCL18_O1,TCL_018,Optimal,1,ND,20,2
Cal x Tac,TCL18_A2,TCL_018,Above,2,ND,20,4
Cal x Tac,TCL18_O2,TCL_018,Optimal,2,ND,20,2
Cal x Tac,TCL18_C3,TCL_018,Cold,3,ND,20,1
Cal x Tac,TCL18_A1,TCL_018,Above,1,ND,20,0
Cal x Tac,TCL18_C1,TCL_018,Cold,1,ND,20,0
Cal x Tac,TCL18_C2,TCL_018,Cold,2,ND,20,0
Cal x Tac,TCL18_O3,TCL_018,Optimal,3,ND,20,0
Cal x Tac,TCL23_A1,TCL_023,Above,1,D,20,0
Cal x Tac,TCL23_C1,TCL_023,Cold,1,D,20,0
Cal x Tac,TCL23_O1,TCL_023,Optimal,1,D,20,0
Cal x Tac,TCL23_A2,TCL_023,Above,2,D,20,0
Cal x Tac,TCL23_C2,TCL_023,Cold,2,D,20,0
Cal x Tac,TCL23_O2,TCL_023,Optimal,2,D,20,0
Cal x Tac,TCL23_A3,TCL_023,Above,3,D,20,0
Cal x Tac,TCL23_C3,TCL_023,Cold,3,D,20,0
Cal x Tac,TCL23_O3,TCL_023,Optimal,3,D,20,0
Cal x Tac,TCL28_C3,TCL_028,Cold,3,ND,20,1
Cal x Tac,TCL28_A1,TCL_028,Above,1,ND,20,3
Cal x Tac,TCL28_A2,TCL_028,Above,2,ND,20,1
Cal x Tac,TCL28_A3,TCL_028,Above,3,ND,20,2
Cal x Tac,TCL28_C1,TCL_028,Cold,1,ND,20,0
Cal x Tac,TCL28_O1,TCL_028,Optimal,1,ND,20,0
Cal x Tac,TCL28_C2,TCL_028,Cold,2,ND,20,0
Cal x Tac,TCL28_O2,TCL_028,Optimal,2,ND,20,0
Cal x Tac,TCL28_O3,TCL_028,Optimal,3,ND,20,0
Cal x Tac,TCL29_A1,TCL_029,Above,1,D,20,10
Cal x Tac,TCL29_C3,TCL_029,Cold,3,D,20,4
Cal x Tac,TCL29_C2,TCL_029,Cold,2,D,20,3
Cal x Tac,TCL29_O3,TCL_029,Optimal,3,D,19,1
Cal x Tac,TCL29_C1,TCL_029,Cold,1,D,20,0
Cal x Tac,TCL29_O1,TCL_029,Optimal,1,D,20,0
Cal x Tac,TCL29_A2,TCL_029,Above,2,D,20,0
Cal x Tac,TCL29_O2,TCL_029,Optimal,2,D,20,0
Cal x Tac,TCL29_A3,TCL_029,Above,3,D,20,0
Cal x Tac,TCL30_A1,TCL_030,Above,1,D,20,1
Cal x Tac,TCL30_O3,TCL_030,Optimal,3,D,20,16
Cal x Tac,TCL30_O1,TCL_030,Optimal,1,D,20,4
Cal x Tac,TCL30_O2,TCL_030,Optimal,2,D,22,13
Cal x Tac,TCL30_C3,TCL_030,Cold,3,D,20,5
Cal x Tac,TCL30_C1,TCL_030,Cold,1,D,20,2
Cal x Tac,TCL30_C2,TCL_030,Cold,2,D,20,13
Cal x Tac,TCL30_A2,TCL_030,Above,2,D,20,0
Cal x Tac,TCL30_A3,TCL_030,Above,3,D,20,0
Cal x Tac,TCL31_A3,TCL_031,Above,3,ND,20,8
Cal x Tac,TCL31_A1,TCL_031,Above,1,ND,20,1
Cal x Tac,TCL31_A2,TCL_031,Above,2,ND,20,1
Cal x Tac,TCL31_O2,TCL_031,Optimal,2,ND,20,1
Cal x Tac,TCL31_C1,TCL_031,Cold,1,ND,20,0
Cal x Tac,TCL31_O1,TCL_031,Optimal,1,ND,20,0
Cal x Tac,TCL31_C2,TCL_031,Cold,2,ND,20,0
Cal x Tac,TCL31_C3,TCL_031,Cold,3,ND,20,0
Cal x Tac,TCL31_O3,TCL_031,Optimal,3,ND,20,0
Cal x Tac,TCL34_C3,TCL_034,Cold,3,D,20,10
Cal x Tac,TCL34_C2,TCL_034,Cold,2,D,20,1
Cal x Tac,TCL34_A1,TCL_034,Above,1,D,20,0
Cal x Tac,TCL34_C1,TCL_034,Cold,1,D,20,0
Cal x Tac,TCL34_O1,TCL_034,Optimal,1,D,20,0
Cal x Tac,TCL34_A2,TCL_034,Above,2,D,20,0
Cal x Tac,TCL34_O2,TCL_034,Optimal,2,D,20,0
Cal x Tac,TCL34_A3,TCL_034,Above,3,D,21,0
Cal x Tac,TCL34_O3,TCL_034,Optimal,3,D,20,0
Cal x Tac,TCL39_O3,TCL_039,Optimal,3,ND,20,5
Cal x Tac,TCL39_A1,TCL_039,Above,1,ND,20,1
Cal x Tac,TCL39_C1,TCL_039,Cold,1,ND,20,1
Cal x Tac,TCL39_O1,TCL_039,Optimal,1,ND,20,1
Cal x Tac,TCL39_A2,TCL_039,Above,2,ND,20,2
Cal x Tac,TCL39_O2,TCL_039,Optimal,2,ND,20,2
Cal x Tac,TCL39_A3,TCL_039,Above,3,ND,20,4
Cal x Tac,TCL39_C2,TCL_039,Cold,2,ND,20,0
Cal x Tac,TCL39_C3,TCL_039,Cold,3,ND,20,0
Cal x Tac,TCL44_A1,TCL_044,Above,1,D,20,1
Cal x Tac,TCL44_C3,TCL_044,Cold,3,D,20,6
Cal x Tac,TCL44_A3,TCL_044,Above,3,D,20,17
Cal x Tac,TCL44_O3,TCL_044,Optimal,3,D,20,2
Cal x Tac,TCL44_C1,TCL_044,Cold,1,D,20,2
Cal x Tac,TCL44_O1,TCL_044,Optimal,1,D,20,0
Cal x Tac,TCL44_A2,TCL_044,Above,2,D,20,0
Cal x Tac,TCL44_C2,TCL_044,Cold,2,D,20,0
Cal x Tac,TCL44_O2,TCL_044,Optimal,2,D,20,0
Cal x Tac,TCL45_A1,TCL_045,Above,1,ND,20,10
Cal x Tac,TCL45_C1,TCL_045,Cold,1,ND,20,4
Cal x Tac,TCL45_O1,TCL_045,Optimal,1,ND,20,7
Cal x Tac,TCL45_A2,TCL_045,Above,2,ND,20,12
Cal x Tac,TCL45_C2,TCL_045,Cold,2,ND,20,9
Cal x Tac,TCL45_O2,TCL_045,Optimal,2,ND,20,6
Cal x Tac,TCL45_A3,TCL_045,Above,3,ND,20,14
Cal x Tac,TCL45_C3,TCL_045,Cold,3,ND,20,8
Cal x Tac,TCL45_O3,TCL_045,Optimal,3,ND,20,5
